Date,GOLD
"Jul 16, 2008",961.8
"Jul 15, 2008",977.7
"Jul 14, 2008",972.7
"Jul 11, 2008",959.5
"Jul 10, 2008",940.9
"Jul 09, 2008",927.3
"Jul 08, 2008",921.9
"Jul 07, 2008",927.3
"Jul 03, 2008",931.9
"Jul 02, 2008",944.8
"Jul 01, 2008",942.5
"Jun 30, 2008",926.2
"Jun 27, 2008",929.3
"Jun 26, 2008",913.1
"Jun 25, 2008",880
"Jun 24, 2008",889.2
"Jun 23, 2008",884.8
"Jun 20, 2008",901.3
"Jun 19, 2008",901.7
"Jun 18, 2008",890.9
"Jun 17, 2008",884.3
"Jun 16, 2008",883.6
"Jun 13, 2008",870.3
"Jun 12, 2008",869.2
"Jun 11, 2008",879.7
"Jun 10, 2008",867.9
"Jun 09, 2008",894.7
"Jun 06, 2008",895.4
"Jun 05, 2008",871.8
"Jun 04, 2008",879.9
"Jun 03, 2008",881.6
"Jun 02, 2008",892.9
"May 30, 2008",887.3
"May 29, 2008",877.2
"May 28, 2008",900.5
"May 27, 2008",907.7
"May 23, 2008",925.6
"May 22, 2008",917.9
"May 21, 2008",928
"May 20, 2008",919.5
"May 19, 2008",905
"May 16, 2008",899
"May 15, 2008",879
"May 14, 2008",865.4
"May 13, 2008",868.5
"May 12, 2008",883.7
"May 09, 2008",884.5
"May 08, 2008",880.6
"May 07, 2008",869.6
"May 06, 2008",876
"May 05, 2008",872.3
"May 02, 2008",856.1
"May 01, 2008",848.9
"Apr 30, 2008",862.8
"Apr 29, 2008",874.2
"Apr 28, 2008",892.9
"Apr 25, 2008",887.2
"Apr 24, 2008",886.8
"Apr 23, 2008",906.2
"Apr 22, 2008",922.3
"Apr 21, 2008",914.7
"Apr 18, 2008",912.2
"Apr 17, 2008",939.8
"Apr 16, 2008",945.1
"Apr 15, 2008",928.7
"Apr 14, 2008",925.4
"Apr 11, 2008",923.6
"Apr 10, 2008",928.3
"Apr 09, 2008",933.6
"Apr 08, 2008",914
"Apr 07, 2008",922.7
"Apr 04, 2008",909
"Apr 03, 2008",905
"Apr 02, 2008",895.2
"Apr 01, 2008",882.9
"Mar 31, 2008",916.2
"Mar 28, 2008",930.6
"Mar 27, 2008",948.8
"Mar 26, 2008",949
"Mar 25, 2008",934.6
"Mar 24, 2008",918.3
"Mar 20, 2008",919.6
"Mar 19, 2008",944.7
"Mar 18, 2008","1,003.20"
"Mar 17, 2008","1,001.40"
"Mar 14, 2008",998.2
"Mar 13, 2008",992.3
"Mar 12, 2008",978.8
"Mar 11, 2008",974.2
"Mar 10, 2008",969.9
"Mar 07, 2008",972.2
"Mar 06, 2008",975
"Mar 05, 2008",986.2
"Mar 04, 2008",963.9
"Mar 03, 2008",981.5
"Feb 29, 2008",972.1
"Feb 28, 2008",964.5
"Feb 27, 2008",958.2
"Feb 26, 2008",946.1
"Feb 25, 2008",937.6
"Feb 22, 2008",944.7
"Feb 21, 2008",946.1
"Feb 20, 2008",934.6
"Feb 19, 2008",926.6
"Feb 15, 2008",902.8
"Feb 14, 2008",907.4
"Feb 13, 2008",906.5
"Feb 12, 2008",907.4
"Feb 11, 2008",922.9
"Feb 08, 2008",918.4
"Feb 07, 2008",906.1
"Feb 06, 2008",900.7
"Feb 05, 2008",885.9
"Feb 04, 2008",904.9
"Feb 01, 2008",908.7
"Jan 31, 2008",922.7
"Jan 30, 2008",920.6
"Jan 29, 2008",925.1
"Jan 28, 2008",927.1
"Jan 25, 2008",910.5
"Jan 24, 2008",905.5
"Jan 23, 2008",882.5
"Jan 22, 2008",889.6
"Jan 18, 2008",880.8
"Jan 17, 2008",879.5
"Jan 16, 2008",880.6
"Jan 15, 2008",901
"Jan 14, 2008",901.6
"Jan 11, 2008",896.1
"Jan 10, 2008",891.7
"Jan 09, 2008",879.5
"Jan 08, 2008",878
"Jan 07, 2008",859.6
"Jan 04, 2008",863.1
"Jan 03, 2008",866.4
"Jan 02, 2008",857
"Dec 31, 2007",834.9
"Dec 28, 2007",839.6
"Dec 27, 2007",828.6
"Dec 26, 2007",826
"Dec 24, 2007",812.8
"Dec 21, 2007",811.6
"Dec 20, 2007",799.2
"Dec 19, 2007",801.1
"Dec 18, 2007",803
"Dec 17, 2007",794.8
"Dec 14, 2007",793.3
"Dec 13, 2007",799
"Dec 12, 2007",813.5
"Dec 11, 2007",811.4
"Dec 10, 2007",807.7
"Dec 07, 2007",794.4
"Dec 06, 2007",801.2
"Dec 05, 2007",797.5
"Dec 04, 2007",801.3
"Dec 03, 2007",788.3
"Nov 30, 2007",782.2
"Nov 29, 2007",795.3
"Nov 28, 2007",800.1
"Nov 27, 2007",813.7
"Nov 26, 2007",826
"Nov 23, 2007",824
"Nov 21, 2007",797.6
"Nov 20, 2007",790.3
"Nov 19, 2007",776.8
"Nov 16, 2007",785.7
"Nov 15, 2007",785.9
"Nov 14, 2007",813
"Nov 13, 2007",797.2
"Nov 12, 2007",805.8
"Nov 09, 2007",832.5
"Nov 08, 2007",835.2
"Nov 07, 2007",831
"Nov 06, 2007",820.8
"Nov 05, 2007",808.1
"Nov 02, 2007",805.7
"Nov 01, 2007",790.7
"Oct 31, 2007",792
"Oct 30, 2007",784.3
"Oct 29, 2007",789.1
"Oct 26, 2007",783.9
"Oct 25, 2007",767.3
"Oct 24, 2007",761.6
"Oct 23, 2007",759
"Oct 22, 2007",755.8
"Oct 19, 2007",764
"Oct 18, 2007",764.1
"Oct 17, 2007",757.5
"Oct 16, 2007",757
"Oct 15, 2007",757.1
"Oct 12, 2007",748.7
"Oct 11, 2007",751.3
"Oct 10, 2007",740.4
"Oct 09, 2007",737.4
"Oct 08, 2007",732.8
"Oct 05, 2007",741.3
"Oct 04, 2007",737.8
"Oct 03, 2007",729.3
"Oct 02, 2007",729.8
"Oct 01, 2007",747.2
"Sep 28, 2007",742.8
"Sep 27, 2007",732.7
"Sep 26, 2007",728.3
"Sep 25, 2007",731.6
"Sep 24, 2007",732.1
"Sep 21, 2007",731.4
"Sep 20, 2007",732.4
"Sep 19, 2007",722
"Sep 18, 2007",715.8
"Sep 17, 2007",715.8
"Sep 14, 2007",709.6
"Sep 13, 2007",709.5
"Sep 12, 2007",711.9
"Sep 11, 2007",712.2
"Sep 10, 2007",703.3
"Sep 07, 2007",700.8
"Sep 06, 2007",695.6
"Sep 05, 2007",681.7
"Sep 04, 2007",682.5
"Aug 31, 2007",673
"Aug 30, 2007",665
"Aug 29, 2007",666.3
"Aug 28, 2007",664.4
"Aug 27, 2007",666.8
"Aug 24, 2007",668
"Aug 23, 2007",658.9
"Aug 22, 2007",659.1
"Aug 21, 2007",656.7
"Aug 20, 2007",656.7
"Aug 17, 2007",656.9
"Aug 16, 2007",648.3
"Aug 15, 2007",668.9
"Aug 14, 2007",668.6
"Aug 13, 2007",669.7
"Aug 10, 2007",670.3
"Aug 09, 2007",661.4
"Aug 08, 2007",674.5
"Aug 07, 2007",670.6
"Aug 06, 2007",671.5
"Aug 03, 2007",672.5
"Aug 02, 2007",664.6
"Aug 01, 2007",663.6
"Jul 31, 2007",666.9
"Jul 30, 2007",664.1
"Jul 27, 2007",660
"Jul 26, 2007",662.5
"Jul 25, 2007",673.3
"Jul 24, 2007",684.2
"Jul 23, 2007",680.8
"Jul 20, 2007",683.9
"Jul 19, 2007",677.2
"Jul 18, 2007",672.6
"Jul 17, 2007",664.7
"Jul 16, 2007",665
"Jul 13, 2007",665.8
"Jul 12, 2007",666.7
"Jul 11, 2007",660.3
"Jul 10, 2007",662.5
"Jul 09, 2007",660.5
"Jul 06, 2007",652.7
"Jul 05, 2007",648.4
"Jul 03, 2007",652.9
"Jul 02, 2007",656.5
"Jun 29, 2007",648.1
"Jun 28, 2007",647.5
"Jun 27, 2007",641.7
"Jun 26, 2007",642.1
"Jun 25, 2007",651.3
"Jun 22, 2007",653.5
"Jun 21, 2007",650.6
"Jun 20, 2007",656.1
"Jun 19, 2007",660.7
"Jun 18, 2007",655.8
"Jun 15, 2007",654.5
"Jun 14, 2007",651.6
"Jun 13, 2007",648.2
"Jun 12, 2007",648.5
"Jun 11, 2007",654.3
"Jun 08, 2007",645.5
"Jun 07, 2007",660.1
"Jun 06, 2007",669.3
"Jun 05, 2007",669.6
"Jun 04, 2007",670.7
"Jun 01, 2007",671.2
"May 31, 2007",661
"May 30, 2007",653.1
"May 29, 2007",657.1
"May 25, 2007",655.1
"May 24, 2007",653
"May 23, 2007",661.9
"May 22, 2007",659.1
"May 21, 2007",662.9
"May 18, 2007",661
"May 17, 2007",656.2
"May 16, 2007",660.2
"May 15, 2007",673
"May 14, 2007",668.5
"May 11, 2007",670.6
"May 10, 2007",665.1
"May 09, 2007",680.3
"May 08, 2007",685.1
"May 07, 2007",688
"May 04, 2007",687.2
"May 03, 2007",681.8
"May 02, 2007",672.3
"May 01, 2007",674.4
"Apr 30, 2007",680.5
"Apr 27, 2007",678.7
"Apr 26, 2007",674.9
"Apr 25, 2007",684.1
"Apr 24, 2007",684.2
"Apr 23, 2007",690.6
"Apr 20, 2007",692
"Apr 19, 2007",684.3
"Apr 18, 2007",689.1
"Apr 17, 2007",688.2
"Apr 16, 2007",690.1
"Apr 13, 2007",685.4
"Apr 12, 2007",675.1
"Apr 11, 2007",676.8
"Apr 10, 2007",676.5
"Apr 09, 2007",671.9
"Apr 05, 2007",674.2
"Apr 04, 2007",672.1
"Apr 03, 2007",664
"Apr 02, 2007",665.7
"Mar 30, 2007",663
"Mar 29, 2007",661.5
"Mar 28, 2007",666.5
"Mar 27, 2007",662.1
"Mar 26, 2007",663.4
"Mar 23, 2007",656.7
"Mar 22, 2007",663.4
"Mar 21, 2007",659
"Mar 20, 2007",657.9
"Mar 19, 2007",653.1
"Mar 16, 2007",652.6
"Mar 15, 2007",645.7
"Mar 14, 2007",640.9
"Mar 13, 2007",647.6
"Mar 12, 2007",648.4
"Mar 09, 2007",650
"Mar 08, 2007",653.4
"Mar 07, 2007",650.6
"Mar 06, 2007",643.8
"Mar 05, 2007",636.7
"Mar 02, 2007",641.5
"Mar 01, 2007",662.3
"Feb 28, 2007",669.4
"Feb 27, 2007",683.9
"Feb 26, 2007",686.5
"Feb 23, 2007",683.1
"Feb 22, 2007",679.4
"Feb 21, 2007",680.2
"Feb 20, 2007",657.1
"Feb 16, 2007",668.8
"Feb 15, 2007",667.3
"Feb 14, 2007",667.4
"Feb 13, 2007",663.9
"Feb 12, 2007",662.6
"Feb 09, 2007",667.5
"Feb 08, 2007",658
"Feb 07, 2007",652.3
"Feb 06, 2007",653.6
"Feb 05, 2007",650.9
"Feb 02, 2007",646.2
"Feb 01, 2007",657.4
"Jan 31, 2007",652
"Jan 30, 2007",644.2
"Jan 29, 2007",643.1
"Jan 26, 2007",644.5
"Jan 25, 2007",647.8
"Jan 24, 2007",647.6
"Jan 23, 2007",645.2
"Jan 22, 2007",633.3
"Jan 19, 2007",635.5
"Jan 18, 2007",627.1
"Jan 17, 2007",632.1
"Jan 16, 2007",624.6
"Jan 12, 2007",625.5
"Jan 11, 2007",612.4
"Jan 10, 2007",611.6
"Jan 09, 2007",613.1
"Jan 08, 2007",607.5
"Jan 05, 2007",604.9
"Jan 04, 2007",623.9
"Jan 03, 2007",627.1
"Jan 02, 2007",635.2
"Dec 29, 2006",635.2
"Dec 28, 2006",634.1
"Dec 27, 2006",627.2
"Dec 26, 2006",623.7
"Dec 22, 2006",619.1
"Dec 21, 2006",618.2
"Dec 20, 2006",620.6
"Dec 19, 2006",621.6
"Dec 18, 2006",614
"Dec 15, 2006",615
"Dec 14, 2006",626.6
"Dec 13, 2006",627.9
"Dec 12, 2006",627
"Dec 11, 2006",630
"Dec 08, 2006",626.1
"Dec 07, 2006",631.9
"Dec 06, 2006",630.5
"Dec 05, 2006",642.3
"Dec 04, 2006",645.2
"Dec 01, 2006",644.7
"Nov 30, 2006",646.9
"Nov 29, 2006",635.5
"Nov 28, 2006",637.2
"Nov 27, 2006",640.4
"Nov 24, 2006",628.7
"Nov 22, 2006",628.7
"Nov 21, 2006",628.2
"Nov 20, 2006",621.2
"Nov 17, 2006",621.5
"Nov 16, 2006",620.6
"Nov 15, 2006",622.5
"Nov 14, 2006",623.8
"Nov 13, 2006",624.2
"Nov 10, 2006",628.4
"Nov 09, 2006",635
"Nov 08, 2006",616.4
"Nov 07, 2006",625.7
"Nov 06, 2006",625.8
"Nov 03, 2006",626.9
"Nov 02, 2006",625.4
"Nov 01, 2006",616.6
"Oct 31, 2006",604.1
"Oct 30, 2006",604.7
"Oct 27, 2006",598.2
"Oct 26, 2006",596.8
"Oct 25, 2006",587.6
"Oct 24, 2006",584.4
"Oct 23, 2006",579.7
"Oct 20, 2006",593
"Oct 19, 2006",599
"Oct 18, 2006",588.9
"Oct 17, 2006",589.7
"Oct 16, 2006",594.7
"Oct 13, 2006",588.8
"Oct 12, 2006",576.3
"Oct 11, 2006",572.3
"Oct 10, 2006",571.9
"Oct 09, 2006",578.4
"Oct 06, 2006",572.4
"Oct 05, 2006",571
"Oct 04, 2006",562
"Oct 03, 2006",576.3
"Oct 02, 2006",597.7
"Sep 29, 2006",598.6
"Sep 28, 2006",605
"Sep 27, 2006",597.3
"Sep 26, 2006",591.2
"Sep 25, 2006",589.9
"Sep 22, 2006",589.4
"Sep 21, 2006",582.2
"Sep 20, 2006",580
"Sep 19, 2006",576.8
"Sep 18, 2006",586.2
"Sep 15, 2006",576.4
"Sep 14, 2006",579.3
"Sep 13, 2006",589.1
"Sep 12, 2006",587
"Sep 11, 2006",590
"Sep 08, 2006",609.6
"Sep 07, 2006",617
"Sep 06, 2006",633.5
"Sep 05, 2006",638.5
"Sep 01, 2006",624.4
"Aug 31, 2006",625.9
"Aug 30, 2006",617.7
"Aug 29, 2006",610.7
"Aug 28, 2006",615.3
"Aug 25, 2006",622
"Aug 24, 2006",619.5
"Aug 23, 2006",623.7
"Aug 22, 2006",624.6
"Aug 21, 2006",625.7
"Aug 18, 2006",612.1
"Aug 17, 2006",615.4
"Aug 16, 2006",628.7
"Aug 15, 2006",622.5
"Aug 14, 2006",628.5
"Aug 11, 2006",633.5
"Aug 10, 2006",634.9
"Aug 09, 2006",650.5
"Aug 08, 2006",645.7
"Aug 07, 2006",647.8
"Aug 04, 2006",644
"Aug 03, 2006",644.9
"Aug 02, 2006",651.6
"Aug 01, 2006",646.3
"Jul 31, 2006",634.2
"Jul 28, 2006",634.8
"Jul 27, 2006",632.4
"Jul 26, 2006",621.6
"Jul 25, 2006",617.6
"Jul 24, 2006",612.7
"Jul 21, 2006",619.6
"Jul 20, 2006",631.7
"Jul 19, 2006",641.6
"Jul 18, 2006",628.3
"Jul 17, 2006",650.6
"Jul 14, 2006",666.6
"Jul 13, 2006",652.9
"Jul 12, 2006",649.4
"Jul 11, 2006",641.2
"Jul 10, 2006",624.1
"Jul 07, 2006",632.8
"Jul 06, 2006",634.1
"Jul 05, 2006",627.3
"Jul 03, 2006",613.5
"Jun 30, 2006",613.5
"Jun 29, 2006",586.5
"Jun 28, 2006",578.3
"Jun 27, 2006",581.6
"Jun 26, 2006",584.8
"Jun 23, 2006",584.8
"Jun 22, 2006",582.2
"Jun 21, 2006",587.5
"Jun 20, 2006",576.9
"Jun 19, 2006",568.8
"Jun 16, 2006",578
"Jun 15, 2006",566.5
"Jun 14, 2006",562.3
"Jun 13, 2006",562.5
"Jun 12, 2006",606.8
"Jun 09, 2006",608.2
"Jun 08, 2006",609.1
"Jun 07, 2006",627.4
"Jun 06, 2006",629.4
"Jun 05, 2006",643.2
"Jun 02, 2006",635.5
"Jun 01, 2006",627.6
"May 31, 2006",642.5
"May 30, 2006",653.9
"May 26, 2006",650.9
"May 25, 2006",648.4
"May 24, 2006",637
"May 23, 2006",673
"May 22, 2006",657
"May 19, 2006",656.7
"May 18, 2006",679.6
"May 17, 2006",690.5
"May 16, 2006",691.5
"May 15, 2006",683.6
"May 12, 2006",710.3
"May 11, 2006",719.8
"May 10, 2006",703.7
"May 09, 2006",699.4
"May 08, 2006",677.8
"May 05, 2006",682.2
"May 04, 2006",674.2
"May 03, 2006",665.9
"May 02, 2006",664.7
"May 01, 2006",657.5
"Apr 28, 2006",651.8
"Apr 27, 2006",633.3
"Apr 26, 2006",638.8
"Apr 25, 2006",631
"Apr 24, 2006",620.6
"Apr 21, 2006",632.2
"Apr 20, 2006",619.8
"Apr 19, 2006",632.6
"Apr 18, 2006",620
"Apr 17, 2006",615.4
"Apr 13, 2006",596.5
"Apr 12, 2006",597.5
"Apr 11, 2006",595.2
"Apr 10, 2006",597.6
"Apr 07, 2006",588.4
"Apr 06, 2006",595.2
"Apr 05, 2006",587.9
"Apr 04, 2006",586
"Apr 03, 2006",589.4
"Mar 31, 2006",581.8
"Mar 30, 2006",586.7
"Mar 29, 2006",573
"Mar 28, 2006",566.6
"Mar 27, 2006",567
"Mar 24, 2006",560
"Mar 23, 2006",550.1
"Mar 22, 2006",550.9
"Mar 21, 2006",552.4
"Mar 20, 2006",555.2
"Mar 17, 2006",554.1
"Mar 16, 2006",554.4
"Mar 15, 2006",553.1
"Mar 14, 2006",551.7
"Mar 13, 2006",546.1
"Mar 10, 2006",539.9
"Mar 09, 2006",545.5
"Mar 08, 2006",542.5
"Mar 07, 2006",552.7
"Mar 06, 2006",554.9
"Mar 03, 2006",566
"Mar 02, 2006",568.2
"Mar 01, 2006",563.5
"Feb 28, 2006",561.6
"Feb 27, 2006",554.7
"Feb 24, 2006",558.8
"Feb 23, 2006",548.4
"Feb 22, 2006",553.9
"Feb 21, 2006",553.9
"Feb 17, 2006",551.8
"Feb 16, 2006",546
"Feb 15, 2006",539.7
"Feb 14, 2006",545.9
"Feb 13, 2006",539
"Feb 10, 2006",550.2
"Feb 09, 2006",564.5
"Feb 08, 2006",550.1
"Feb 07, 2006",551
"Feb 06, 2006",570.2
"Feb 03, 2006",567.4
"Feb 02, 2006",572.5
"Feb 01, 2006",569.4
"Jan 31, 2006",570.8
"Jan 30, 2006",565.8
"Jan 27, 2006",558.7
"Jan 26, 2006",559.7
"Jan 25, 2006",562.2
"Jan 24, 2006",557.7
"Jan 23, 2006",558.3
"Jan 20, 2006",553.5
"Jan 19, 2006",558.4
"Jan 18, 2006",543.7
"Jan 17, 2006",553.4
"Jan 13, 2006",556.1
"Jan 12, 2006",548.3
"Jan 11, 2006",548.8
"Jan 10, 2006",544.3
"Jan 09, 2006",549.1
"Jan 06, 2006",539.7
"Jan 05, 2006",526.3
"Jan 04, 2006",533.9
"Jan 03, 2006",530.7
"Jan 02, 2006",518.6
"Dec 30, 2005",517.1
"Dec 29, 2005",515.7
"Dec 28, 2005",514.2
"Dec 27, 2005",508
"Dec 23, 2005",503
"Dec 22, 2005",502.7
"Dec 21, 2005",493
"Dec 20, 2005",494.6
"Dec 19, 2005",503.6
"Dec 16, 2005",503.4
"Dec 15, 2005",503.9
"Dec 14, 2005",506.5
"Dec 13, 2005",521
"Dec 12, 2005",528.4
"Dec 09, 2005",527
"Dec 08, 2005",519.3
"Dec 07, 2005",514.3
"Dec 06, 2005",510.2
"Dec 05, 2005",508.9
"Dec 02, 2005",503.3
"Dec 01, 2005",502.5
"Nov 30, 2005",494.6
"Nov 29, 2005",499.1
"Nov 28, 2005",498.3
"Nov 23, 2005",492.1
"Nov 22, 2005",492.6
"Nov 21, 2005",489
"Nov 18, 2005",485.6
"Nov 17, 2005",486.2
"Nov 16, 2005",478.3
"Nov 15, 2005",468.1
"Nov 14, 2005",468.2
"Nov 11, 2005",468.3
"Nov 10, 2005",466.6
"Nov 09, 2005",466.3
"Nov 08, 2005",460.9
"Nov 07, 2005",459
"Nov 04, 2005",456.3
"Nov 03, 2005",460.1
"Nov 02, 2005",462.8
"Nov 01, 2005",458.8
"Oct 31, 2005",465.1
"Oct 28, 2005",473
"Oct 27, 2005",473.8
"Oct 26, 2005",471.2
"Oct 25, 2005",472.8
"Oct 24, 2005",465
"Oct 21, 2005",467
"Oct 20, 2005",461
"Oct 19, 2005",463.5
"Oct 18, 2005",472.1
"Oct 17, 2005",474.1
"Oct 14, 2005",469.2
"Oct 13, 2005",471.1
"Oct 12, 2005",473.9
"Oct 11, 2005",477.1
"Oct 10, 2005",475.1
"Oct 07, 2005",474.7
"Oct 06, 2005",471.9
"Oct 05, 2005",466.1
"Oct 04, 2005",466.1
"Oct 03, 2005",466.1
"Sep 30, 2005",469
"Sep 29, 2005",472.3
"Sep 28, 2005",469.7
"Sep 27, 2005",462.6
"Sep 26, 2005",465.9
"Sep 23, 2005",463.5
"Sep 22, 2005",466.6
"Sep 21, 2005",468.9
"Sep 20, 2005",466.2
"Sep 19, 2005",466.7
"Sep 16, 2005",459.5
"Sep 15, 2005",455.5
"Sep 14, 2005",449.8
"Sep 13, 2005",446.1
"Sep 12, 2005",449.7
"Sep 09, 2005",449
"Sep 08, 2005",446.7
"Sep 07, 2005",444.9
"Sep 06, 2005",444.4
"Sep 02, 2005",444.2
"Sep 01, 2005",442.3
"Aug 31, 2005",433.8
"Aug 30, 2005",431.2
"Aug 29, 2005",437
"Aug 26, 2005",437.4
"Aug 25, 2005",438.4
"Aug 24, 2005",437.3
"Aug 23, 2005",439.4
"Aug 22, 2005",438.1
"Aug 19, 2005",437.2
"Aug 18, 2005",439.5
"Aug 17, 2005",439.9
"Aug 16, 2005",446.1
"Aug 15, 2005",442.2
"Aug 12, 2005",445.9
"Aug 11, 2005",445.5
"Aug 10, 2005",436.5
"Aug 09, 2005",434.2
"Aug 08, 2005",434.7
"Aug 05, 2005",437.2
"Aug 04, 2005",437.9
"Aug 03, 2005",436.9
"Aug 02, 2005",431.9
"Aug 01, 2005",431.9
"Jul 29, 2005",429.9
"Jul 28, 2005",427.4
"Jul 27, 2005",424.7
"Jul 26, 2005",423.4
"Jul 25, 2005",425.7
"Jul 22, 2005",424.7
"Jul 21, 2005",425.4
"Jul 20, 2005",421.7
"Jul 19, 2005",419.7
"Jul 18, 2005",420.5
"Jul 15, 2005",420.7
"Jul 14, 2005",419.6
"Jul 13, 2005",423.9
"Jul 12, 2005",426.3
"Jul 11, 2005",425.5
"Jul 08, 2005",422.9
"Jul 07, 2005",423.3
"Jul 06, 2005",423.5
"Jul 05, 2005",422.9
"Jul 01, 2005",427.8
"Jun 30, 2005",435.9
"Jun 29, 2005",437.3
"Jun 28, 2005",436.4
"Jun 27, 2005",440.3
"Jun 24, 2005",440.5
"Jun 23, 2005",441.7
"Jun 22, 2005",438.1
"Jun 21, 2005",438.9
"Jun 20, 2005",438.4
"Jun 17, 2005",438.3
"Jun 16, 2005",436.2
"Jun 15, 2005",429.1
"Jun 14, 2005",427.5
"Jun 13, 2005",429.3
"Jun 10, 2005",427.4
"Jun 09, 2005",424.2
"Jun 08, 2005",424.7
"Jun 07, 2005",424.8
"Jun 06, 2005",426.5
"Jun 03, 2005",423.7
"Jun 02, 2005",422.7
"Jun 01, 2005",415.3
"May 31, 2005",416.3
"May 27, 2005",419.8
"May 26, 2005",418
"May 25, 2005",418.8
"May 24, 2005",417.5
"May 23, 2005",416.6
"May 20, 2005",417.4
"May 19, 2005",420.5
"May 18, 2005",421.5
"May 17, 2005",419.4
"May 16, 2005",418.9
"May 13, 2005",420.2
"May 12, 2005",421.6
"May 11, 2005",427.2
"May 10, 2005",427.2
"May 09, 2005",426.2
"May 06, 2005",426.1
"May 05, 2005",429.8
"May 04, 2005",429
"May 03, 2005",426.7
"May 02, 2005",429.5
"Apr 29, 2005",435
"Apr 28, 2005",431.3
"Apr 27, 2005",433
"Apr 26, 2005",437.9
"Apr 25, 2005",434.6
"Apr 22, 2005",434.3
"Apr 21, 2005",433
"Apr 20, 2005",435.3
"Apr 19, 2005",432.9
"Apr 18, 2005",427.5
"Apr 15, 2005",424.9
"Apr 14, 2005",424
"Apr 13, 2005",429.3
"Apr 12, 2005",427.6
"Apr 11, 2005",428.6
"Apr 08, 2005",426.9
"Apr 07, 2005",426.5
"Apr 06, 2005",427.1
"Apr 05, 2005",424.5
"Apr 04, 2005",423.9
"Apr 01, 2005",425.9
"Mar 31, 2005",428.7
"Mar 30, 2005",426.9
"Mar 29, 2005",426
"Mar 28, 2005",425.9
"Mar 24, 2005",424.7
"Mar 23, 2005",425.2
"Mar 22, 2005",431.3
"Mar 21, 2005",431.1
"Mar 18, 2005",439.3
"Mar 17, 2005",438.7
"Mar 16, 2005",443.7
"Mar 15, 2005",440.9
"Mar 14, 2005",441.1
"Mar 11, 2005",446.2
"Mar 10, 2005",442.8
"Mar 09, 2005",442.1
"Mar 08, 2005",440.3
"Mar 07, 2005",435
"Mar 04, 2005",434.2
"Mar 03, 2005",429.9
"Mar 02, 2005",432.8
"Mar 01, 2005",432.9
"Feb 28, 2005",436.5
"Feb 25, 2005",434.9
"Feb 24, 2005",434.5
"Feb 23, 2005",434.9
"Feb 22, 2005",434.5
"Feb 18, 2005",427.1
"Feb 17, 2005",427.3
"Feb 16, 2005",425.5
"Feb 15, 2005",425.9
"Feb 14, 2005",425.8
"Feb 11, 2005",420.5
"Feb 10, 2005",417.2
"Feb 09, 2005",412.9
"Feb 08, 2005",412.6
"Feb 07, 2005",413.6
"Feb 04, 2005",414
"Feb 03, 2005",416.6
"Feb 02, 2005",421.1
"Feb 01, 2005",420.8
"Jan 31, 2005",421.8
"Jan 28, 2005",425.8
"Jan 27, 2005",426.3
"Jan 26, 2005",426.9
"Jan 25, 2005",422
"Jan 24, 2005",426.9
"Jan 21, 2005",426.7
"Jan 20, 2005",422.4
"Jan 19, 2005",423
"Jan 18, 2005",423.2
"Jan 14, 2005",422.7
"Jan 13, 2005",424.7
"Jan 12, 2005",426.1
"Jan 11, 2005",421.9
"Jan 10, 2005",419.1
"Jan 07, 2005",418.9
"Jan 06, 2005",421
"Jan 05, 2005",426.6
"Jan 04, 2005",428.5
"Jan 03, 2005",428.7
